Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|
Respiratory|Oxygen Therapy|Pediatric Medium Concentration Masks|1042|O2 MASK,MED CONC,PEDI,7' TUB SC,OUS|MEDLINE|1042|0.000EA|1.000CS|72.27 |A4620|RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/104/1042_PRI01.JPG|||<ul><li> Under-the-chin design for excellent fit on wide range of face sizes</li><li> Clear, soft vinyl forpatient comfort and visual assessment</li><li> Adjustable nose clip assures comfortable fit</li><li>Complete with 7' Star Lumen Oxygen Supply Tubing</li></ul>||35|||||||||0.151LB, 0.030CF PER CS|0.151 |LB|HUD1042|
Respiratory|Oxygen Therapy|Adult Concentration Mask w/o Tubing by T|1048|O2 MASK,MED CONC,SHORT,ADULT,NO TUB ,OUS|MEDLINE|1048|0.000EA|1.000CS|177.16 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/104/1048_PRI01.JPG|||<ul><li> Clear, soft vinyl mask designed for patient comfort and visual patient assessment</li><li>Adjustable nose clip for comfortable fit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.091 |LB|HUD1048|
Respiratory|Oxygen Therapy|Elongated Concentration Masks w/o Tubing|1049|O2 MASK,MED CONC,ADULT,NO TUBING ,OUS|MEDLINE|1049|0.000EA|1.000CS|95.58 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/104/1049_PRI01.JPG|||<ul> <li>Under-the-chin design for excellent fit on a wide variety of face sizes </li> <li>Clear, softvinyl for patient comfort and visual patient assessment </li> <li>Adjustable nose clip assures comfortablefit</li> </ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1049|
Respiratory|Oxygen Therapy|Elongated Concentration Masks w/o Tubing|1050|O2 MASK,MED CONC,PEDI,NO TUBING ,OUS|MEDLINE|1050|0.000EA|1.000CS|121.40 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/105/1050_PRI01.JPG|||<ul> <li>Under-the-chin design for excellent fit on a wide variety of face sizes </li> <li>Clear, softvinyl for patient comfort and visual patient assessment </li> <li>Adjustable nose clip assures comfortablefit</li> </ul>||35|||||||||0.060LB, 0.011CF PER CS|0.060 |LB|HUD1050|
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1058|O2 MASK,NOREB W/SAFETY,PED,7' TUB SC,OUS|MEDLINE|1058|0.000EA|1.000CS|123.60 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/105/D1200012663356817_190520231007.jpg|||<ul><li> Masks are made of clear, soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.150LB, 0.025CF PER CS|0.150 |LB|HUD1058|
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1059|O2 MASK,NOREB W/SAFETY,AD,7' TUB SC,OUS|MEDLINE|1059|0.000EA|1.000CS|107.89 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/105/1059_PRI01.JPG|||<ul><li> Masks are made of clear, soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.191LB, 0.030CF PER CS|0.191 |LB|HUD1059|
Respiratory|Oxygen Therapy|Non-Rebreather Oxygen Masks by Teleflex|1060|O2 MASK,NON-REB,ADULT,7' TUB SC,OUS|MEDLINE|1060|0.000EA|1.000CS|261.27 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/106/1060_PRI01.JPG|||<ul><li> Masks are made of clear, soft vinyl for patient comfort and easy visual patient assessment</li><li> Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape</li><li>Adjustable nose clip helps ensure a comfortable fit</li></ul>||35|||||||||0.204LB, 0.029CF PER CS|0.204 |LB|HUD1060|
Respiratory|Oxygen Therapy|3-in-1 Oxygen Masks by Teleflex Medical|1061|O2 MASK,3-IN-1,ADULT,7' TUB SC,OUS|MEDLINE|1061|0.000EA|1.000CS|232.64 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/106/1061_PRI01.JPG|||<ul><li> Oxygen mask is designed for use as medium-concentration, high-concentration, or non-rebreathingmask</li><li> Adjustable nose clip allows for comfortable fit</li><li> 750 mL reservoirbag</li><li> Flapper valve and non-rebreathing bag assembly required</li></ul>||35|||||||||0.001 LB, CF PER CS|0.209 |LB|HUD1061|
Respiratory|Oxygen Therapy|Adult Nonrebreathing Mask w/Safety Vent|1069|O2 MASK,NOREB W/SAFETY,ADULT,NO TUB ,OUS|MEDLINE|1069|0.000EA|1.000CS|209.80 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/106/1069_PRI01.JPG|||<ul> <li>Low-resistance check valves help prevent rebreathing and allow exhaled gas to escape </li><li>Safety vent allows entrainment of room air </li> <li>Mask is made of clear, soft vinyl for patient comfortand visual patient assessment</li> </ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1069|
Respiratory|Aerosol Therapy|Tracheostomy Mask by Teleflex Medical|1075|AEROSOL MASK,TRACH,ADULT, 22MM CONN,OUS|MEDLINE|1075|0.000EA|1.000CS|74.18 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/107/1075_PRI01.JPG|||<ul><li> Tracheostomy mask for tracheostomy and laryngectomy aerosol therapy </li><li> Tubing connectorswivels 360° and accepts 22mm corrugated tubing</li></ul>||35|||||||||0.087LB, 0.011CF PER CS|0.087 |LB|HUD1075|
Respiratory|Aerosol Therapy|Tracheostomy Mask by Teleflex Medical|1076|AEROSOL MASK,TRACH,PEDI, 22MM CONN,OUS|MEDLINE|1076|0.000EA|1.000CS|257.98 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/107/1076_PRI01.JPG|||<ul><li> Tracheostomy mask for tracheostomy and laryngectomy aerosol therapy </li><li> Tubing connectorswivels 360° and accepts 22mm corrugated tubing</li></ul>||35|||||||||0.068LB, 0.010CF PER CS|0.068 |LB|HUD1076|
Respiratory|Oxygen Therapy|Aerosol Tee Connectors by Teleflex|1077|CONNECTOR,AEROSOL,T,22MM OD X15MM ID,OUS|MEDLINE|1077|0.000EA|1.000CS|16.51 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/107/1077_PRI01.JPG|||<ul><li> Tee adapters with antispill design help minimize aspiration of liquids</li><li> Components allowfor easy set-up and usage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.036 |LB|HUD1077|
Respiratory|Aerosol Therapy|Aerosol Masks by Teleflex Medical|1080|AEROSOL MASK,SHORT,PEDI, 22MM CONN,OUS|MEDLINE|1080|0.000EA|1.000CS|139.62 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/108/1080_PRI01.JPG|||<ul><li> Disposable, vinyl mask designed for aerosol therapy</li><li> Adjustable nose clip for comfortablefit</li></ul>||35|||||||||0.058LB, 0.011CF PER CS|0.058 |LB|HUD1080|
Respiratory|Aerosol Therapy|Aerosol Masks by Teleflex Medical|1083|AEROSOL MASK,ADULT, 22MM CONN,OUS|MEDLINE|1083|0.000EA|1.000CS|49.60 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/108/1083_PRI01.JPG|||<ul><li> Disposable, vinyl mask designed for aerosol therapy</li><li> Adjustable nose clip for comfortablefit</li></ul>||35|||||||||0.087LB, 0.014CF PER CS|0.087 |LB|HUD1083|
Respiratory|Aerosol Therapy|Aerosol Masks by Teleflex Medical|1084|AEROSOL MASK,SHORT,ADULT, 22MM CONN,OUS|MEDLINE|1084|0.000EA|1.000CS|187.36 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/108/1084_PRI01.JPG|||<ul><li> Disposable, vinyl mask designed for aerosol therapy</li><li> Adjustable nose clip for comfortablefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.098 |LB|HUD1084|
Respiratory|Aerosol Therapy|Aerosol Masks by Teleflex Medical|1085|AEROSOL MASK,PEDI, 22MM CONN,OUS|MEDLINE|1085|0.000EA|1.000CS|50.44 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/108/1085_PRI01.JPG|||<ul><li> Disposable, vinyl mask designed for aerosol therapy</li><li> Adjustable nose clip for comfortablefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.050 |LB|HUD1085|
Respiratory|Oxygen Therapy|Multi-Vent Venturi Face Masks by Telefle|1088|O2 MASK,MULTI-VENT,ADULT,7' TUB SC,OUS|MEDLINE|1088|0.000EA|1.000CS|137.31 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/108/1088_PRI01.JPG|||<ul><li> Safe, simple delivery for variable concentrations of oxygen</li><li> Color-coded, air-entrainmentlow and medium concentration diluters</li><li> Adapter included for high humidity entrainment</li><li>Locking ring secures flow setting</li><li> Complete with 7 ft. oxygen supply tubing </li></ul>||35|||||||||0.001 LB, CF PER CS|0.200 |LB|HUD1088|
Respiratory|Oxygen Therapy|Multi-Vent Venturi Face Masks by Telefle|1089|O2 MASK,MULTI-VENT,PEDI,7' TUB SC,OUS|MEDLINE|1089|0.000EA|1.000CS|351.02 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/108/1089_PRI01.JPG|||<ul><li> Safe, simple delivery for variable concentrations of oxygen</li><li> Color-coded, air-entrainmentlow and medium concentration diluters</li><li> Adapter included for high humidity entrainment</li><li>Locking ring secures flow setting</li><li> Complete with 7 ft. oxygen supply tubing </li></ul>||35|||||||||0.001 LB, CF PER CS|0.213 |LB|HUD1089|
Respiratory|Aerosol Therapy|AirLife Face Tent Masks by Teleflex|1095|AEROSOL MASK,FACE TENT,AD,22MM CONN,OUS|MEDLINE|1095|0.000EA|1.000CS|75.16 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/109/1095_PRI01.JPG|||<ul><li> Face tent mask is intended for high-humidity aerosol therapy</li><li> Features a distinctiveunder-the-chin design made of clear, soft vinyl, which offers patient comfort and ease of speech</li><li> Accepts largebore 22 mm ID tubing</li><li> Adult size</li><li> Individually packaged to help preventcross-contamination</li></ul>||35|||||||||0.330LB, 0.025CF PER CS|0.330 |LB|HUD1095|
Respiratory|Oxygen Therapy|Adult SELECT-A-VENT Mask Kits by Telefle|1096|O2 MASK,SELECT-A-VENT,PEDI,7' TUB SC,OUS|MEDLINE|1096|0.000EA|1.000CS|253.73 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/109/1096_PRI01.JPG|||<ul><li> Kit provides simple, safe and reliable method for accurate oxygen concentration delivery</li><li>Includes six color-coded diluters: 24%, 28%, 31%, 35%, 40% and 50%</li><li> Also features adapter for high-humidityentrainment and 7' of oxygen supply tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|0.287 |LB|HUD1096|
Respiratory|Oxygen Therapy|Adult SELECT-A-VENT Mask Kits by Telefle|1098|O2 MASK,SELECT-A-VENT,ADLT,7' TUB SC,OUS|MEDLINE|1098|0.000EA|1.000CS|234.60 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/109/1098_PRI01.JPG|||<ul><li> Kit provides simple, safe and reliable method for accurate oxygen concentration delivery</li><li>Includes six color-coded diluters: 24%, 28%, 31%, 35%, 40% and 50%</li><li> Also features adapter for high-humidityentrainment and 7' of oxygen supply tubing</li></ul>||35|||||||||0.250LB, 0.057CF PER CS|0.250 |LB|HUD1098|
Respiratory|Oxygen Therapy|Elastic Head Strap Cannulas by Teleflex|1101|O2 CANNULA,PEDI,ELASTIC,7' TUB,SC,OUS|MEDLINE|1101|0.000EA|1.000CS|294.69 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/110/1101_PRI01.JPG|||<ul><li> Oxygen cannula with elastic band designed for comfortable, snug fit below the ears</li><li>Complete with 7' oxygen supply tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|1.950 |LB|HUD1101|
Respiratory|Oxygen Therapy|Elastic Head Strap Cannulas by Teleflex|1102|O2 CANNULA,ADULT,ELA STRAP,7' TUB,SC,OUS|MEDLINE|1102|0.000EA|1.000CS|296.67 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/110/1102_PRI01.JPG|||<ul><li> Oxygen cannula with elastic band designed for comfortable, snug fit below the ears</li><li>Complete with 7' oxygen supply tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|0.020 |LB|HUD1102|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1103|O2 CANNULA,ADULT,OVER-EAR,7' TUB,SC,OUS|MEDLINE|1103|0.000EA|1.000CS|45.11 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/110/1103_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.103LB, 0.009CF PER CS|0.103 |LB|HUD1103|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1104|O2 CANN,ADULT,O-EAR,FLARED,7' TUB,SC,OUS|MEDLINE|1104|0.000EA|1.000CS|45.33 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/110/1104_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.102LB, 0.009CF PER CS|0.102 |LB|HUD1104|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1108|O2 CANNULA,ADULT,O-EAR,FLARED,NO TUB,OUS|MEDLINE|1108|0.000EA|1.000CS|84.36 ||OV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/110/1108_HRE01.JPG||||http://www.medline.com/media/catalog/sku/110/1108_PRI02.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.035LB, 0.005CF PER CS|0.035 |LB|HUD1108|
Respiratory|Oxygen Therapy|Over-the-Ear Cannulas by Teleflex|1109|O2 CANNULA,ADULT,OVER-EAR,NO TUBING,|MEDLINE|1109|0.000EA|1.000CS|72.82 ||RV||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/110/1109_HRE01.JPG||||http://www.medline.com/media/catalog/sku/110/1109_PRI01.JPG|||<ul><li> Flexible contoured lip tab provides a high level of stability and patient comfort</li><li>Over-the-ear design for a comfortable and secure fit</li><li> Crush- and kink-resistant tubing</li></ul>||35|||||||||0.001 LB, CF PER CS|0.050 |LB|HUD1109|
Respiratory|Oxygen Therapy|Oxygen Supply Tubings by Teleflex|1115|O2 TUBING,STAR LUMEN,CLEAR,7',SC,OUS|MEDLINE|1115|0.000EA|1.000CS|31.27 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/111/1115_PRI01.JPG|||<ul><li> Hudson RCI oxygen supply tubing available in variety of configurations to meet the needs of patients andclinicians in most care settings</li><li> Distinctively designed Star Lumen tubing features channeled inner lumen tohelp resist kinks and occlusion</li><li> Available with standard or universal connector that attaches directly onto theflowmeter to help eliminating need for an adapter</li></ul>||35|||||||||0.001LB, 0.009CF PER CS|0.001 |LB|HUD1115|
Respiratory|Oxygen Therapy|Oxygen Supply Star Lumen Tubings by Tele|1118|O2 TUBING,STAR LUMEN,CLEAR,14',SC,OUS|MEDLINE|1118|0.000EA|1.000CS|147.76 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/111/1118_PRI01.JPG|||<ul><li> Standard or universal connector designed to attach directly onto the flowmeter to eliminate need foradapter</li><li> Channeled inner lumen helps resist kinks and occlusion</li><li> Individually packaged forconvenience and sterility</li></ul>||35|||||||||0.001 LB, CF PER CS|0.181 |LB|HUD1118|
Respiratory|Oxygen Therapy|Oxygen Supply Star Lumen Tubings by Tele|1119|O2 TUBING,STAR LUMEN,CLEAR,25',SC,OUS|MEDLINE|1119|0.000EA|1.000CS|63.93 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/111/1119_PRI01.JPG|||<ul><li> Standard or universal connector designed to attach directly onto the flowmeter to eliminate need foradapter</li><li> Channeled inner lumen helps resist kinks and occlusion</li><li> Individually packaged forconvenience and sterility</li></ul>||35|||||||||0.450LB, 0.053CF PER CS|0.450 |LB|HUD1119|
Respiratory|Oxygen Therapy|Oxygen Supply Tubings by Teleflex|1120|TUBING,OXYGEN,STAR LUMEN,50,OUS|MEDLINE|1120|0.000EA|1.000CS|182.53 ||RV|||Yes|EA|CS|25 Each / Case||||||http://www.medline.com/media/catalog/sku/112/1120_PRI01.JPG|||<ul><li> Hudson RCI oxygen supply tubing available in variety of configurations to meet the needs of patients andclinicians in most care settings</li><li> Distinctively designed Star Lumen tubing features channeled inner lumen tohelp resist kinks and occlusion</li><li> Available with standard or universal connector that attaches directly onto theflowmeter to help eliminating need for an adapter</li></ul>||35|||||||||0.001 LB, CF PER CS|0.940 |LB|HUD1120CS|
Respiratory|Oxygen Therapy|Oxygen Supply Star Lumen Tubings by Tele|1124|O2 TUBING,STAR LUMEN,CLEAR,40',SC,OUS|MEDLINE|1124|0.000EA|1.000CS|106.31 ||OV||||EA|CS|15 Each / Case||||||http://www.medline.com/media/catalog/sku/112/1124_PRI01.JPG|||<ul><li> Standard or universal connector designed to attach directly onto the flowmeter to eliminate need foradapter</li><li> Channeled inner lumen helps resist kinks and occlusion</li><li> Individually packaged forconvenience and sterility</li></ul>||35|||||||||0.001 LB, CF PER CS|0.600 |LB|HUD1124|
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1132|AEROSOL TUBING,22MM,CORR-A-FLEX,72",OUS|MEDLINE|1132|0.000EA|1.000CS|1796.56 ||OV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/113/1132_PRI01.JPG|||<ul><li> A disposable, lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001 LB, CF PER CS|0.336 |LB|HUD1132|
Respiratory|Aerosol Therapy|Aerosol Masks by Teleflex Medical|1385|AEROSOL MASK,ADLT,6' CORRG 22MM CONN,OUS|MEDLINE|1385|0.000EA|1.000CS|368.20 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/138/1385_PRI01.JPG|||<ul><li> Disposable, vinyl mask designed for aerosol therapy</li><li> Adjustable nose clip for comfortablefit</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1385|
Respiratory|Aerosol Therapy|Face Tents with Corrugated Tubings by Te|1388|AEROSOL MASK,FACE TENT,AD,W/ 6' CORG,OUS|MEDLINE|1388|0.000EA|1.000CS|335.56 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/138/1388_PRI01.JPG|||<ul> <li>For high-humidity aerosol therapy </li> <li>Distinctive under-the-chin design made of clear, softvinyl offers patient comfort and ease of speech</li> <li>6 feet corrugated tubing featuring cuttable sections every 6inches</li> </ul>||35|||||||||0.001 LB, CF PER CS|0.394 |LB|HUD1388|
Respiratory|Aerosol Therapy|Face Tent With Clear Reservoir Tubes by|1389|AEROSOL OXYME,ADULT, 22MM CONN,OUS|MEDLINE|1389|0.000EA|1.000CS|567.47 ||RV|||Yes|EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/138/1389_HRE03.JPG,http://www.medline.com/media/catalog/sku/138/1389_HRE02.JPG||||http://www.medline.com/media/catalog/sku/138/1389_PRI02.JPG|||<ul><li> Made for high-humidity aerosol therapy</li><li> Soft vinyl material and under-the-chin design aidpatient comfort and ease of speech</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1389|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Drive Line Adaptor by Teleflex|1402|ADAPT,NEO,DRIVE LINE,.152 ODX.092 ID,OUS|MEDLINE|1402|0.000EA|1.000CS|69.64 ||RV||||EA|CS|100 Each / Case||||||http://www.medline.com/media/catalog/sku/140/1402_PRI01.JPG|||<ul><li> Drive-line adapter designed for easy attachment </li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.001 LB, CF PER CS|0.006 |LB|HUD1402|
Respiratory|Oxygen Therapy|Tubing Connectors by Teleflex Medical|1409|CONNECTOR,LRG BORE,22MM OD X 22MM OD,OUS|MEDLINE|1409|0.000EA|1.000CS|49.82 ||RV||||EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/140/1409_PRI01.JPG|||<ul><li> Standard 22 mm OD x 22 mm OD connections</li><li> Designed for safety andconvenience</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1409|
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1413|AEROSOL TUBING,22MM,SMOOTH-FLO,24",OUS|MEDLINE|1413|0.000EA|1.000CS|247.33 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/141/1413_PRI01.JPG|||<ul><li> A disposable, lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001 LB, CF PER CS|0.100 |LB|HUD1413|
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1416|AEROSOL TUBING,22MM,SMOOTH-FLO,48",OUS|MEDLINE|1416|0.000EA|1.000CS|376.31 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/141/1416_PRI01.JPG|||<ul><li> A disposable, lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001 LB, CF PER CS|0.001 |LB|HUD1416|
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1417|AEROSOL TUBING,22MM,SMOOTH-FLO,60",OUS|MEDLINE|1417|0.000EA|1.000CS|425.31 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/141/1417_PRI01.JPG|||<ul><li> A disposable, lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001 LB, CF PER CS|0.337 |LB|HUD1417|
Respiratory|Aerosol Therapy|Smooth-Flo Corr-A-Tubes by Teleflex|1418|AEROSOL TUBING,22MM,SMOOTH-FLO,72",O|MEDLINE|1418|0.000EA|1.000CS|474.29 ||RV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/141/1418_PRI01.JPG|||<ul><li> A disposable, lightweight tubing available in popular lengths</li><li> Features corrugatedexterior with a smooth interior</li><li> No internal corrugates for condensate to collect in</li><li>Smooth interior offers quiet passage of airflow even at high flow rates</li></ul>||35|||||||||0.001LB, 0.078CF PER CS|0.001 |LB|HUD1418|
Respiratory|Oxygen Therapy|Oxygen Supply Tubing Connectors by Telef|1420|CONNECTOR,OXYGEN,TUBING,STRAIGHT,OUS|MEDLINE|1420|0.000EA|1.000CS|7.82 ||OV|||Yes|EA|CS|50 Each / Case , 1 Bag / Case , 1 box / Case , 1 Pack / Case||||||http://www.medline.com/media/catalog/sku/142/1420_PRI01.JPG|||<ul><li> Couples oxygen supply tubing utilizing 5 mm to 7 mm end connectors</li><li> Packaged 50 to acase</li></ul>||35|||||||||0.004LB, 0CF PER CS|0.211 |LB|HUD1420|
Respiratory|Oxygen Therapy|Universal Cuff Adaptors by Teleflex|1421|ADAPTER,UNIVERSAL,CUFF,22MM ID,OUS|MEDLINE|1421|0.000EA|1.000CS|24.00 ||OV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/142/1421_PRI01.JPG|||<ul><li> Universal cuff adapter</li><li> 22 mm inner diameter</li></ul>||35|||||||||0.001LB, 0.011CF PER CS|0.001 |LB|HUD1421|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Multi-Adaptors by Teleflex Medical|1422|ADAPTER,MULTI,15MM ID X 22MM OD,OUS|MEDLINE|1422|0.000EA|1.000CS|23.16 ||RV|||Yes|EA|CS|50 Each / Case , 1 box / Case||||||http://www.medline.com/media/catalog/sku/142/1422_PRI01.JPG|||<ul><li> Versatile adapter intended for use with respiratory, oxygen therapy, oxygen tubing and bag, accessories,adapters, and connectors</li><li> Complete with standard 15 mm ID/22 mm OD connection</li></ul>||35|||||||||0.001LB, 0.003CF PER CS|0.032 |LB|HUD1422|
OR & Surgery Supplies|Anesthesia Systems & Supplies|Tubing Adapters by Teleflex|1423|ADAPTER,22MM ID X 5-7MM NIPPLE,OUS|MEDLINE|1423|0.000EA|1.000CS|72.11 ||OV|||Yes|EA|CS|50 Each / Case||||||http://www.medline.com/media/catalog/sku/142/1423_PRI01.JPG|||<ul><li> Tubing adapter intended for Concha humidifiers</li><li> Components allow for easy set-up andusage</li></ul>||35|||||||||0.017LB, 0.003CF PER CS|0.017 |LB|HUD1423|
Respiratory|Oxygen Therapy|Swivel Oxygen Tubing Connectors|1424|ADAPTER,OXYGEN,SWIVEL,MALE/MALE,OUS|MEDLINE|1424|0.000EA|1.000CS|91.36 ||RV|||Yes|EA|CS|20 Each / Case||||||http://www.medline.com/media/catalog/sku/142/1424_PRI01.JPG|||<ul><li> Designed to enhance patient mobility and comfort by minimizing twisting and tangling of oxygen supply tubingconnected to a nasal cannula</li><li> Provide exceptionally smooth, 360# rotation</li></ul>||35|||||||10193489149661|Z1|0.001 LB, CF PER CS|0.021 |LB|HUD1424|
Respiratory|Aerosol Therapy|CORR-A-FLEX Corrugated Tubings by Telefl|1510|AEROSOL TUB,22MM,CORR-A-FLEX,6",BLUE,OUS|MEDLINE|1510|0.000EA|1.000CS|35.13 ||RV|||Yes|EA|CS|50 Each / Case , 1 Pack / Case||||||http://www.medline.com/media/catalog/sku/151/1510_PRI01.JPG|||<ul><li>22-mm disposable corrugated tubing available in popular pre-cut lengths forconvenience</li><li>Flexible, lightweight tubing available with cuttable cuffs every 6"</li><li>Taperedcuffs securely attach to most 22-mm respiratory therapy applications</li></ul>||35|||||||||0.001 LB, CF PER CS|0.022 |LB|HUD1510|
